UtilityName,StateName,CountyName,CityName,AvgCustomersTracked,MaxCustomersOut,CustomerHoursOutTotal,CustomerHoursTrackedTotal,RecordYear,RecordMonth
Versant Power,Maine,Unknown,Oxbow Plantation,70,71,433.0,50470.83,2017,9
Eastern Maine Power Cooperative,Maine,Aroostook,Littleton,2,3,0.5,2129.29,2021,11
Versant Power,Maine,Washington,Marshfield,2,5,21.33,2131.0,2017,11
Central Maine Power,Maine,Cumberland,Old Orchard Beach,1,2,0.0,744.0,2021,10
Versant Power,Maine,Unknown,Westmanland,3546,7440,27584.32,2597528.08,2016,12
Central Maine Power,Maine,Oxford,Upton,182,915,2357.9,135686.99,2019,5
Central Maine Power,Maine,Franklin,Strong,716,1259,15095.04,516085.66,2018,11
Versant Power,Maine,Piscataquis,Sebec,511,2412,39834.18,367917.17,2020,4
Central Maine Power,Maine,Franklin,Freeman,231,492,1691.41,171864.0,2018,1
Central Maine Power,Maine,Somerset,Sapling,15,26,125.1,11160.0,2020,3
Central Maine Power,Maine,Cumberland,Naples,3640,7811,112955.49,2708335.28,2020,12
Versant Power,Maine,Washington,Deblois,65,282,4130.33,48360.0,2022,12
Central Maine Power,Maine,Oxford,Stoneham,379,383,2186.2,272956.32,2018,4
Central Maine Power,Maine,Kennebec,Rome,1111,1117,1563.9,826841.01,2019,8
Central Maine Power,Maine,Oxford,Gilead,180,245,1.15,133559.99,2023,7
Versant Power,Maine,Piscataquis,Ebeemee Twp,180,205,2215.89,133920.0,2018,10
Central Maine Power,Maine,Somerset,Brassua,1,3,17.67,720.0,2019,6
Versant Power,Maine,Hancock,Lamoine,1157,1289,16897.2,833039.96,2019,11
Eastern Maine Power Cooperative,Maine,Washington,Alexander,175,271,302.78,126000.0,2021,11
Central Maine Power,Maine,Androscoggin,Pownal,30,32,28.31,21600.0,2022,11
Versant Power,Maine,Aroostook,Blaine,349,1038,3569.66,258100.17,2017,10
Central Maine Power,Maine,Piscataquis,Abbot,560,804,3476.93,416711.67,2018,7
Versant Power,Maine,Penobscot,Cedar Lake Twp,69,276,657.01,51336.0,2021,3
Versant Power,Maine,Penobscot,Clifton,543,1444,12751.93,404006.33,2022,12
Versant Power,Maine,Washington,Deblois,64,102,499.88,47616.0,2021,3
Versant Power,Maine,Hancock,Otis,810,1672,3884.61,583323.47,2018,6
Versant Power,Maine,Aroostook,T17 R3 Wels,138,549,1132.48,102672.0,2020,10
Central Maine Power,Maine,Sagadahoc,Gardiner,5,6,5.84,3720.0,2021,7
Versant Power,Maine,Penobscot,Bradford,620,1244,2836.1,461957.48,2020,8
Central Maine Power,Maine,Oxford,Norway,3233,3798,5406.85,2405598.24,2017,12
Versant Power,Maine,Unknown,Jacksonville,37,44,309.09,27945.55,2018,3
Versant Power,Maine,Penobscot,Orono,3521,4833,68829.95,2535119.84,2019,11
Versant Power,Maine,Penobscot,Seboeis Plt,58,114,196.52,41760.0,2021,6
Versant Power,Maine,Penobscot,Hudson,826,1694,4373.82,1230554.28,2020,8
Versant Power,Maine,Piscataquis,Atkinson,183,265,634.93,132370.46,2020,9
Versant Power,Maine,Aroostook,Wade,144,286,686.0,107136.0,2020,12
Central Maine Power,Maine,Franklin,Chesterville,826,1020,7690.53,614794.05,2019,1
Versant Power,Maine,Penobscot,East Millinocket,921,1087,3033.76,685585.91,2020,12
Central Maine Power,Maine,Sagadahoc,Woolwich,1718,1752,10198.89,1237454.29,2020,9
Central Maine Power,Maine,Kennebec,Benton,1356,1998,33980.01,976319.98,2017,11
Versant Power,Maine,Aroostook,New Sweden,345,658,412.05,256680.0,2018,10
Versant Power,Maine,Aroostook,Masardis,189,429,218.49,140616.0,2019,1
Central Maine Power,Maine,Kennebec,Mercer,2,6,6.66,1488.0,2022,7
Central Maine Power,Maine,Oxford,Lincoln Plantation,88,176,992.89,61884.35,2020,2
Versant Power,Maine,Penobscot,Edinburg,66,128,1361.96,48151.83,2018,11
Central Maine Power,Maine,Somerset,New Sharon,1,3,6.2,744.0,2022,12
Central Maine Power,Maine,Oxford,Hartford,746,1026,4765.29,555024.0,2021,1
Central Maine Power,Maine,York,Berwick,3544,3750,57685.15,2637141.62,2017,10
Central Maine Power,Maine,Somerset,Brighton Plantation,49,99,254.58,36186.82,2023,8
Central Maine Power,Maine,Lincoln,Westport,623,1313,2074.25,433608.0,2020,2
Central Maine Power,Maine,Piscataquis,Elliottsville,95,217,1500.2,54009.72,2023,9
Versant Power,Maine,Penobscot,Corinna,17,136,2335.11,12240.0,2020,4
Versant Power,Maine,Aroostook,Portage,6,7,23.34,3060.0,2017,8
Central Maine Power,Maine,Piscataquis,Wellington,177,359,4245.97,131688.0,2018,5
Central Maine Power,Maine,York,Wells,10665,22676,295396.61,7935222.87,2023,1
Central Maine Power,Maine,Penobscot,Newport,2180,2224,5330.36,1465000.85,2022,2
Central Maine Power,Maine,Somerset,Embden,956,1144,6512.06,711263.99,2019,1
Eastern Maine Power Cooperative,Maine,Aroostook,Orient,225,235,88.52,162823.79,2023,4
Versant Power,Maine,Hancock,Aurora,107,338,4941.33,77283.61,2020,4
Central Maine Power,Maine,Waldo,Montville,595,773,605.79,429021.71,2022,6
Versant Power,Maine,Penobscot,Woodville,119,135,424.67,85680.0,2020,11
Central Maine Power,Maine,Oxford,Magalloway Plantation,76,384,1149.72,56544.0,2021,12
Central Maine Power,Maine,Somerset,The Forks Plantation,209,228,2412.6,155869.84,2018,10
Central Maine Power,Maine,Cumberland,Casco,3044,9228,105170.42,2264890.89,2020,12
Central Maine Power,Maine,Oxford,Fryeburg,2259,2801,8979.26,1627056.47,2019,4
Versant Power,Maine,Penobscot,Burlington,260,390,783.23,193440.0,2023,1
Versant Power,Maine,Hancock,Swans Island,521,2072,9381.76,387860.31,2021,7
Versant Power,Maine,Unknown,T 3 R 9 Nwp,1,3,10.0,720.0,2019,4
Versant Power,Maine,Hancock,Eastbrook,500,683,4698.45,372000.0,2018,3
Central Maine Power,Maine,Franklin,Eustis,905,1172,2146.6,673781.96,2022,5
Central Maine Power,Maine,Piscataquis,Monson,615,830,1425.18,413715.51,2023,2
Central Maine Power,Maine,Piscataquis,Harfords Point,143,214,259.17,106392.0,2018,8
Central Maine Power,Maine,Lincoln,Bremen,675,1009,829.66,502401.22,2022,3
Central Maine Power,Maine,Somerset,Long Pond,93,94,187.97,67577.82,2018,4
Eastern Maine Power Cooperative,Maine,Penobscot,Springfield,1145,3575,9394.83,851879.98,2022,12
Versant Power,Maine,Piscataquis,Ebeemee Twp,182,291,665.75,135408.0,2019,10
Central Maine Power,Maine,York,Berwick,3586,5666,18196.32,2582837.95,2017,9
Versant Power,Maine,Penobscot,Maxfield,60,140,2277.84,43200.0,2017,11
Central Maine Power,Maine,Oxford,Magalloway Plantation,73,296,2553.33,54527.0,2017,10
Central Maine Power,Maine,Somerset,Brassua,1,2,3.92,744.0,2021,10
Central Maine Power,Maine,Oxford,Upton,189,382,6049.73,140818.52,2022,12
Central Maine Power,Maine,Cumberland,Scarborough,10362,17857,211876.7,7656992.74,2017,10
Versant Power,Maine,Washington,East Machias,100,125,359.7,75693.33,2017,12
Versant Power,Maine,Penobscot,Stacyville,144,145,412.04,103775.77,2021,9
Central Maine Power,Maine,Somerset,Moxie Gore,26,52,161.25,17472.0,2022,2
Eastern Maine Power Cooperative,Maine,Aroostook,Reed,144,200,0.0,106630.09,2023,5
Central Maine Power,Maine,Somerset,The Forks Plantation,208,1631,27003.53,155208.67,2017,12
Versant Power,Maine,Penobscot,Alton,418,1704,3118.25,311148.7,2020,8
Central Maine Power,Maine,Androscoggin,Wales,786,1264,16899.43,584853.32,2017,10
Central Maine Power,Maine,Somerset,Brassua,1,2,1.67,720.0,2020,9
Versant Power,Maine,Penobscot,Medway,782,1353,2478.98,525946.98,2022,2
Versant Power,Maine,Unknown,Wallagrass Plt,387,390,775.34,287928.0,2019,3
Central Maine Power,Maine,Oxford,Milton,76,192,2688.31,54720.0,2020,4
Versant Power,Maine,Penobscot,Hudson,816,1372,2206.9,1214208.0,2018,10
Versant Power,Maine,Washington,East Machias,919,948,8982.67,684337.64,2022,12
Versant Power,Maine,Hancock,Bass Harbor,454,927,8480.67,338098.5,2017,10
Eastern Maine Power Cooperative,Maine,Aroostook,Hodgdon,60,245,556.36,44368.73,2022,12
Central Maine Power,Maine,Kennebec,Rome,1096,3714,55382.37,789119.98,2017,11
Versant Power,Maine,Hancock,Sorrento,338,1022,10602.05,251744.31,2019,10
Versant Power,Maine,Unknown,T4 Indian Purchase,23,34,99.25,16896.96,2019,11
Versant Power,Maine,Aroostook,T9 R5 Wels,2,4,39.33,1488.0,2020,12
Versant Power,Maine,Unknown,Ashville,1991,3833,35621.36,731185.17,2017,2
Central Maine Power,Maine,Lincoln,Westport,619,785,3358.75,416133.97,2019,2
Versant Power,Maine,Hancock,Stonington,1171,1185,245.67,787499.32,2018,2
Versant Power,Maine,Aroostook,Sherman,372,503,902.83,201933.17,2017,8
Central Maine Power,Maine,Oxford,Peru,1032,1195,22318.65,768028.59,2020,12
Central Maine Power,Maine,Somerset,Taunton & Raynham Academy Grant,584,1841,6849.29,421040.11,2019,4
Central Maine Power,Maine,Kennebec,Palermo,3,6,12.41,2160.0,2021,6
Versant Power,Maine,Washington,Trescott Twp,191,195,1114.95,142382.48,2018,10
Central Maine Power,Maine,Kennebec,West Gardiner,1925,2284,5114.58,1386429.79,2020,11
Versant Power,Maine,Piscataquis,Sebec,535,639,4424.3,297370.24,2023,9
Central Maine Power,Maine,Waldo,Islesboro,1015,1481,5099.29,698015.24,2023,6
Central Maine Power,Maine,Hancock,Castine,770,791,7047.77,573318.02,2019,10
Versant Power,Maine,Penobscot,Dedham,1327,1634,991.46,987484.15,2021,1
Versant Power,Maine,Hancock,Sorrento,348,463,2185.88,250560.0,2022,11
Central Maine Power,Maine,Androscoggin,Durham,1821,2270,9466.08,1354972.83,2018,10
Central Maine Power,Maine,Penobscot,Levant,1371,1812,7905.54,987107.85,2020,11
Versant Power,Maine,Aroostook,T17 R3 Wels,136,271,992.24,101745.69,2023,3
Central Maine Power,Maine,Franklin,Chesterville,828,960,1444.84,616032.0,2018,7
Central Maine Power,Maine,Oxford,Lower Cupsuptic,13,16,10.44,9360.0,2022,11
Central Maine Power,Maine,Piscataquis,Parkman,483,514,318.89,359704.99,2018,1
Versant Power,Maine,Aroostook,Limestone,851,888,1379.28,612720.0,2019,9
Versant Power,Maine,Unknown,Hancock Point,33,66,1067.32,24552.0,2019,10
Eastern Maine Power Cooperative,Maine,Washington,Unknown,737,2444,3031.58,545585.35,2018,3
Versant Power,Maine,Hancock,Eastbrook,503,593,1108.63,374544.44,2021,7
Central Maine Power,Maine,Oxford,Dixfield,1291,3543,29507.24,960826.9,2022,12
Central Maine Power,Maine,Oxford,Adamstown,65,66,161.76,48360.0,2023,3
Versant Power,Maine,Piscataquis,Ebeemee Twp,179,363,368.04,133223.35,2021,3
Central Maine Power,Maine,Cumberland,Harpswell,4648,15082,195656.52,3458548.83,2019,10
Central Maine Power,Maine,Kennebec,Albion,1082,1785,31278.85,779039.99,2017,11
Central Maine Power,Maine,Franklin,Phillips,686,1554,2578.93,511108.16,2018,7
Versant Power,Maine,Washington,Machiasport,155,161,236.93,115357.5,2017,12
Central Maine Power,Maine,York,York,10547,19201,73403.28,7847413.59,2019,7
Central Maine Power,Maine,Oxford,Waterford,1462,2548,23165.33,1053061.12,2019,11
Central Maine Power,Maine,Oxford,Stow,261,1594,24553.46,194469.93,2022,12
Central Maine Power,Maine,Piscataquis,Kineo,35,70,110.84,26040.0,2020,5
Central Maine Power,Maine,Penobscot,Kenduskeag,134,135,810.34,100022.16,2020,8
Versant Power,Maine,Piscataquis,Ebeemee Twp,183,419,718.37,101974.78,2023,9
Versant Power,Maine,Penobscot,Alton,417,615,698.12,310310.21,2023,3
Versant Power,Maine,Hancock,Sorrento,346,462,615.95,257863.32,2022,3
Central Maine Power,Maine,Oxford,Upton,181,367,2984.83,135038.0,2017,10
Central Maine Power,Maine,Oxford,Woodstock,1013,1077,6193.35,729450.16,2018,11
Central Maine Power,Maine,Oxford,Milton,78,101,400.67,52493.52,2022,2
Versant Power,Maine,Aroostook,Portage Lake,545,1097,9997.31,405532.03,2022,12
Central Maine Power,Maine,Penobscot,Levant,1366,1410,486.19,983736.43,2020,6
Central Maine Power,Maine,Waldo,Brooks,607,1453,20985.89,437040.0,2017,11
Versant Power,Maine,Penobscot,Winn,234,569,3064.46,174831.3,2020,12
Versant Power,Maine,Unknown,Cathance Twp,16926,17113,20882.75,2974265.27,2016,12
Versant Power,Maine,Penobscot,Chester,321,487,3033.6,239383.52,2022,12
Versant Power,Maine,Penobscot,T3 Indian Purchase Twp,146,468,6952.09,73217.58,2020,4
Versant Power,Maine,Hancock,Great Pond,55,165,2177.84,40920.0,2017,10
Central Maine Power,Maine,Lincoln,Jefferson,1795,4645,69404.46,1335645.96,2017,10
Central Maine Power,Maine,Cumberland,Scarborough,12126,12249,107792.07,9022114.98,2022,12
Versant Power,Maine,Washington,Beals,397,798,12.48,285840.0,2018,6
Central Maine Power,Maine,York,Berwick,3845,7886,103317.42,2861084.37,2022,12
Versant Power,Maine,Unknown,"T17, R3, 12",93,1260,12782.68,64518.82,2019,11
Versant Power,Maine,Piscataquis,Williamsburg Twp,51,431,9144.5,36720.0,2017,11
Versant Power,Maine,Unknown,Lakeview Plt,451,551,1465.19,325075.95,2019,4
Central Maine Power,Maine,Kennebec,Clinton,1702,3372,56751.63,1266318.32,2017,10
Central Maine Power,Maine,Piscataquis,Dover-foxcroft,2634,3056,20307.5,1960098.04,2018,10
Central Maine Power,Maine,Kennebec,Whitefield,3,4,2.5,2160.0,2021,6
Versant Power,Maine,Aroostook,Madawaska,2530,3620,4263.59,1821581.68,2021,11
Central Maine Power,Maine,Oxford,Adamstown,62,168,869.65,46803.97,2021,3
Central Maine Power,Maine,Piscataquis,Wellington,177,344,4683.55,127664.67,2018,11
Versant Power,Maine,Washington,Columbia Falls,227,670,3427.04,168239.09,2018,3
Versant Power,Maine,Penobscot,Seboeis Plt,57,110,154.51,41204.19,2022,11
Central Maine Power,Maine,Oxford,Lincoln Plantation,88,182,583.03,63360.0,2021,4
Central Maine Power,Maine,York,South Berwick,3293,3551,19146.59,2370959.9,2017,11
Central Maine Power,Maine,Kennebec,Hallowell,1547,4235,55782.0,1150970.31,2017,10
Versant Power,Maine,Waldo,Winterport,300,1062,16013.65,216274.75,2020,4
Versant Power,Maine,Washington,Addison,877,956,381.01,634930.98,2023,7
Central Maine Power,Maine,Franklin,Eustis,919,923,706.94,681469.78,2023,8
Versant Power,Maine,Piscataquis,Sebec,539,1135,1868.92,399447.96,2023,5
Central Maine Power,Maine,Somerset,Lexington,158,763,12201.52,117675.04,2020,12
Versant Power,Maine,Hancock,Penobscot,84,107,839.88,60480.0,2019,11
Central Maine Power,Maine,Kennebec,Winthrop,3762,10203,143583.4,2708923.87,2017,11
Central Maine Power,Maine,Somerset,Lexington,155,280,699.88,115320.0,2018,7
Eastern Maine Power Cooperative,Maine,Washington,Robbinston,1188,1571,2005.8,678683.38,2023,9
Central Maine Power,Maine,Cumberland,Pownal,811,2339,30734.9,603440.47,2020,12
Central Maine Power,Maine,Waldo,Northport,1388,1652,2777.27,995702.46,2023,6
Versant Power,Maine,Penobscot,Exeter,515,519,357.27,383160.0,2022,7
Central Maine Power,Maine,Somerset,Hartland,1234,1843,2759.43,889050.53,2023,4
Central Maine Power,Maine,Somerset,Anson,697,1384,21511.32,518572.67,2017,10
Versant Power,Maine,Penobscot,Hudson,816,4952,98056.1,1175039.98,2017,11
Central Maine Power,Maine,Oxford,Newry,1631,3462,40881.81,1213734.43,2021,3
Versant Power,Maine,Penobscot,Veazie,928,932,930.02,690592.47,2019,5
Central Maine Power,Maine,Oxford,Milton,79,239,3076.66,58776.0,2022,12
Central Maine Power,Maine,Somerset,Cambridge,287,458,2857.28,214269.15,2022,12
Versant Power,Maine,Hancock,Mount Desert,708,969,12529.64,526751.98,2019,10
Versant Power,Maine,Penobscot,Hudson,816,1722,3787.4,1214208.0,2018,5
Eastern Maine Power Cooperative,Maine,Aroostook,Hodgdon,60,84,0.0,44614.83,2023,5
Central Maine Power,Maine,Lincoln,Southport,1023,1129,12767.84,736559.97,2017,11
Central Maine Power,Maine,Somerset,St Albans,1368,1908,3697.99,985693.16,2017,9
Central Maine Power,Maine,Somerset,Tomhegan,181,201,532.34,130320.0,2020,4
Versant Power,Maine,Hancock,Surry,1185,1539,1764.47,881640.0,2018,10
Versant Power,Maine,Aroostook,Wade,142,151,64.51,105648.0,2018,5
Eastern Maine Power Cooperative,Maine,Aroostook,Amity,519,883,791.75,386136.0,2022,12
Versant Power,Maine,Piscataquis,Williamsburg Twp,57,78,225.55,42408.0,2022,8
Versant Power,Maine,Aroostook,Winterville,237,489,555.95,170640.0,2018,9
Eastern Maine Power Cooperative,Maine,Aroostook,Hersey,31,95,0.0,21826.9,2022,9
Versant Power,Maine,Penobscot,Charleston,614,891,1398.35,456816.0,2019,8
Central Maine Power,Maine,Somerset,Taunton & Raynham Academy Grant,584,607,2161.16,434916.15,2020,3
Central Maine Power,Maine,Piscataquis,Little Squaw,152,340,484.87,113088.0,2020,5
Central Maine Power,Maine,Androscoggin,New Gloucester,5,6,59.67,3820.15,2022,10
Central Maine Power,Maine,Knox,St George,2365,3159,5971.1,1759802.12,2021,3
Central Maine Power,Maine,Piscataquis,Frenchtown,113,339,984.84,81360.0,2022,4
Central Maine Power,Maine,Somerset,TAUNTON   RAYNHAM ACADEMY GRANT,610,1267,2086.25,454309.85,2022,10
Central Maine Power,Maine,York,Parsonsfield,1248,3583,64268.18,898559.97,2017,11
Versant Power,Maine,Penobscot,Woodville,128,526,3089.25,95232.0,2022,12
Versant Power,Maine,Hancock,Great Pond,49,55,128.67,3153.67,2017,9
Versant Power,Maine,Aroostook,Frenchville,621,706,16404.67,417312.0,2018,2
Central Maine Power,Maine,Franklin,Chesterville,833,2013,32229.77,620200.59,2020,12
Central Maine Power,Maine,Franklin,Sandy River Plantation,382,440,549.95,284773.01,2021,1
Versant Power,Maine,Aroostook,New Limerick,14,434,10416.0,10416.0,2018,1
Central Maine Power,Maine,Piscataquis,Willimantic,284,320,2161.36,211296.0,2022,10
Central Maine Power,Maine,Androscoggin,Livermore Falls,1695,3059,4717.2,970060.5,2023,5
Central Maine Power,Maine,Oxford,Canton,521,590,5244.04,387768.7,2018,1
Versant Power,Maine,Penobscot,Howland,672,690,898.1,500046.49,2023,3
Central Maine Power,Maine,Somerset,Jackman,815,2035,4952.72,587440.85,2021,4
Versant Power,Maine,Unknown,Lakeview Plantation,454,9819,223627.5,327172.0,2017,11
Versant Power,Maine,Washington,Beals,403,507,186.72,299904.17,2020,10
Central Maine Power,Maine,Franklin,New Vineyard,512,854,2600.3,381391.33,2017,8
Versant Power,Maine,Aroostook,Smyrna Mills,61,91,0.0,45310.54,2019,8
Versant Power,Maine,Unknown,Wallagrass Plt,387,418,780.23,279267.15,2019,4
Central Maine Power,Maine,Franklin,Stetsontown,72,169,782.61,50112.0,2020,2
Central Maine Power,Maine,Piscataquis,Sebec,17,41,89.78,12648.0,2018,5
Central Maine Power,Maine,Androscoggin,Greene,2141,6162,60371.42,1541519.95,2017,11
Versant Power,Maine,Washington,Pleasant Point,243,271,1023.68,180792.0,2019,12
Central Maine Power,Maine,Knox,Union,1453,4519,51887.97,1081492.08,2019,10
Central Maine Power,Maine,Kennebec,Wayne,945,2580,29483.29,703741.19,2020,12
Versant Power,Maine,Aroostook,Frenchville,626,1210,1402.55,465747.3,2020,10
Versant Power,Maine,Piscataquis,Ebeemee Twp,181,365,706.07,134899.82,2019,5
Central Maine Power,Maine,Oxford,Milton,77,101,133.91,56121.01,2022,6
Central Maine Power,Maine,Oxford,Stoneham,360,369,806.04,259200.0,2023,4
Central Maine Power,Maine,Sagadahoc,Phippsburg,2023,4628,24452.72,1505216.13,2018,3
Central Maine Power,Maine,Piscataquis,Big Squaw,66,70,76.96,49104.0,2019,1
Versant Power,Maine,Aroostook,Crystal,108,122,261.27,80352.0,2018,12
Central Maine Power,Maine,Sagadahoc,Phippsburg,2103,4183,6654.09,1509445.6,2023,6
Versant Power,Maine,Piscataquis,T4 R9 Nwp,3,6,11.01,2160.0,2022,4
Central Maine Power,Maine,Knox,Appleton,772,834,628.34,574794.16,2022,7
Central Maine Power,Maine,Piscataquis,Sebec,17,28,65.5,12240.0,2017,11
Central Maine Power,Maine,Franklin,Rangeley Plantation,567,603,3686.24,422449.68,2020,12
Versant Power,Maine,Piscataquis,Brownville,879,1752,1483.35,518975.03,2023,5
Central Maine Power,Maine,Waldo,Northport,1386,2568,32226.75,1031545.04,2022,12
Central Maine Power,Maine,Lincoln,Westport,623,762,4242.61,448560.0,2019,6
Central Maine Power,Maine,Oxford,Greenwood,884,1401,14126.67,636702.33,2018,11
Versant Power,Maine,Penobscot,Maxfield,60,120,559.9,44640.0,2018,10
Central Maine Power,Maine,Cumberland,Harpswell,4645,4901,2367.33,3455919.11,2019,5
Central Maine Power,Maine,Somerset,Long Pond,92,179,209.3,68174.71,2023,8
Eastern Maine Power Cooperative,Maine,Aroostook,Orient,38,127,372.35,25752.26,2022,2
Eastern Maine Power Cooperative,Maine,Penobscot,Webster,1041,1049,1207.98,774777.02,2022,10
Central Maine Power,Maine,Franklin,New Vineyard,527,1999,33032.13,392401.62,2020,12
Central Maine Power,Maine,Androscoggin,Durham,1822,2300,21367.55,1311839.97,2018,9
Central Maine Power,Maine,Franklin,New Vineyard,520,1527,16946.79,374399.98,2019,11
Central Maine Power,Maine,Somerset,The Forks Plantation,209,1531,33488.5,150492.17,2017,11
Versant Power,Maine,Hancock,Brooksville,1025,1257,837.72,738000.0,2021,11
Versant Power,Maine,Aroostook,Bridgewater,1,5,29.33,1191.0,2017,8
Central Maine Power,Maine,Cumberland,Raymond,3365,10449,125761.1,2422799.76,2017,11
Versant Power,Maine,Hancock,Winter Harbor,611,706,5264.47,343722.35,2023,9
Versant Power,Maine,Washington,T30 Md Bpp,1,2,1.17,744.0,2020,7
Versant Power,Maine,Hancock,Lamoine,1220,1276,674.25,908213.09,2023,3
Versant Power,Maine,Penobscot,Lagrange,32,51,100.0,23564.0,2017,9
Central Maine Power,Maine,Kennebec,Rome,1098,2456,36171.12,817649.0,2017,10
Central Maine Power,Maine,York,Lyman,2352,2954,31399.25,1750422.96,2020,12
Versant Power,Maine,Washington,Perry,419,498,877.63,301559.37,2017,11
Eastern Maine Power Cooperative,Maine,Washington,Topsfield,7,8,9.38,5390.83,2021,9
Central Maine Power,Maine,Oxford,Sumner,576,751,7435.92,414878.84,2018,11
Versant Power,Maine,Unknown,Oxbow Plantation,71,186,4464.0,52824.0,2018,1
Central Maine Power,Maine,Lincoln,Newcastle,1280,1612,6811.95,891362.13,2020,2
Central Maine Power,Maine,Franklin,Avon,308,316,692.72,229152.0,2019,12
Eastern Maine Power Cooperative,Maine,Penobscot,Unknown,92,417,1018.16,69052.58,2018,3
Versant Power,Maine,Unknown,Crystal,3107,3108,3688.9,966964.07,2016,12
Versant Power,Maine,Unknown,Grand Falls Twp,17,34,51.0,12240.0,2017,11
Central Maine Power,Maine,Knox,St George,2406,2711,2938.19,1790323.03,2023,1
Central Maine Power,Maine,Oxford,Stow,224,950,9270.33,161777.33,2018,11
Central Maine Power,Maine,Franklin,Salem,192,802,7306.11,143557.98,2021,3
Versant Power,Maine,Hancock,Aurora,113,162,130.87,84335.29,2020,3
Eastern Maine Power Cooperative,Maine,Aroostook,Reed,194,824,5053.13,144336.0,2022,12
Central Maine Power,Maine,Franklin,Stetsontown,70,145,148.12,50436.54,2022,11
Central Maine Power,Maine,Piscataquis,Elliottsville,96,97,0.18,71152.18,2023,7
Versant Power,Maine,Aroostook,Fort Kent,2445,2681,3800.64,1811360.57,2023,5
Versant Power,Maine,Aroostook,Smyrna Mills,92,2760,66240.0,66240.0,2017,11
Central Maine Power,Maine,Lincoln,Westport,623,641,1635.77,463512.0,2019,7
Central Maine Power,Maine,Kennebec,Pittston,1475,2115,2438.05,1062549.55,2021,9
Central Maine Power,Maine,Somerset,Tomhegan,238,646,1300.66,177072.0,2022,3
Versant Power,Maine,Washington,Pleasant Point,340,676,532.41,244800.0,2020,6
Central Maine Power,Maine,Oxford,Magalloway Plantation,73,397,5721.24,52560.0,2019,11
Versant Power,Maine,Penobscot,Argyle Twp,146,443,5800.81,109183.2,2022,12
Versant Power,Maine,Hancock,Sedgwick,773,1139,6923.81,556559.99,2019,11
Central Maine Power,Maine,York,Shapleigh,2436,3515,11501.74,1812588.0,2022,7
Central Maine Power,Maine,Knox,Friendship,978,1018,4195.35,559296.09,2023,9
Versant Power,Maine,Aroostook,Fort Fairfield,28,81,205.51,20897.33,2017,9
Central Maine Power,Maine,Penobscot,Newport,2168,2230,2697.44,1613113.17,2021,7
Versant Power,Maine,Aroostook,Garfield,31,61,91.53,23003.73,2018,10
Versant Power,Maine,Piscataquis,Ebeemee Twp,183,368,0.0,134768.77,2023,5
Central Maine Power,Maine,Oxford,Magalloway Plantation,75,110,280.56,54000.0,2021,6
Central Maine Power,Maine,Penobscot,Corinth,20,22,81.22,14400.0,2021,11
Central Maine Power,Maine,Somerset,Highland Plantation,45,137,1142.22,32400.0,2018,11
Central Maine Power,Maine,Piscataquis,Beaver Cove Plantation,264,800,903.42,196946.49,2020,5
Versant Power,Maine,Unknown,T17 R4,565,581,287.0,420549.91,2018,7
Central Maine Power,Maine,Penobscot,Corinth,19,22,68.48,14127.18,2018,6
Central Maine Power,Maine,Franklin,Madrid,209,338,1186.06,120017.1,2023,9
Versant Power,Maine,Washington,Harrington,31,597,13770.5,22320.0,2017,11
Versant Power,Maine,Aroostook,Nashville Plt,34,70,34.68,25276.32,2022,12
Central Maine Power,Maine,Piscataquis,Elliottsville,94,95,218.47,69945.98,2021,10
Central Maine Power,Maine,Oxford,Stoneham,380,498,2692.89,282975.82,2018,5
Central Maine Power,Maine,Knox,Appleton,775,2178,17687.45,577144.52,2022,12
Central Maine Power,Maine,Somerset,Brassua,1,2,5.17,720.0,2018,9
Versant Power,Maine,Aroostook,Benedicta Twp,190,324,265.67,141360.0,2021,7
Versant Power,Maine,Penobscot,Corinth,1423,1425,1860.02,1025047.27,2022,9
Central Maine Power,Maine,Somerset,East Moxie,18,36,57.01,13392.0,2022,3
Versant Power,Maine,Hancock,Tremont,234,349,1309.49,168480.0,2017,11
Central Maine Power,Maine,Piscataquis,Harfords Point,142,143,240.62,106339.66,2019,8
Central Maine Power,Maine,Somerset,Sapling,24,48,242.34,16128.0,2022,2
Central Maine Power,Maine,Androscoggin,Greene,2195,3229,5882.46,1580782.32,2018,11
Versant Power,Maine,Hancock,Eastbrook,507,1012,2733.72,377888.68,2021,12
Central Maine Power,Maine,Somerset,Smithfield,849,869,6640.65,478966.41,2023,9
Versant Power,Maine,Penobscot,Woodville,121,363,2891.4,87564.35,2020,4
Versant Power,Maine,Unknown,T1 R8 Wels,5810,11935,52531.4,4173668.29,2017,6
Central Maine Power,Maine,Somerset,Moscow,406,418,1.2,301443.38,2023,7
Central Maine Power,Maine,Franklin,Strong,712,725,8733.0,529728.0,2017,10
Central Maine Power,Maine,Oxford,Gilead,175,3782,90768.0,130200.0,2017,12
Central Maine Power,Maine,Hancock,Orland,1544,1628,5312.52,1111986.65,2018,11
Versant Power,Maine,Penobscot,Stillwater,178,185,215.47,132432.0,2018,7
Versant Power,Maine,Hancock,Otis,830,1222,9077.17,617519.99,2019,10
Versant Power,Maine,Aroostook,Monticello,327,723,2324.0,243385.33,2017,10
Central Maine Power,Maine,York,Waterboro,3890,5653,100094.06,2894482.27,2017,10
